,title,description,genre,published_date,authors
1188,tenth anniversary,detective lindsay boxer has finally married her longtime boyfriend joe but she doesnt have time for a honeymoon before returning to work a 15yearold girl is found lying unconscious in the street naked but for a cheap plastic raincoat and haemorrhaging badly after having given birth but the baby is nowhere to be found,thriller,2012.0,james patterson maxine paetro
1189,dragon bones,kriminalroman,thriller,2003.0,lisa see
1190,the spy who came in from the cold,no description available,thriller,1961.0,john le carré
1191,bones to ashes,detective andrew ryan is working a series of cases and requires dr temperance brennans forensic expertise three missing persons three unidentified bodies  all female all in their earlytomid teens could there be a serial killer at work,thriller,2008.0,kathy reichs
1192,mr standfast,world war i espionage thriller meets modernday morality tale in mr standfast the third of five richard hannay novels written by acclaimed storyteller john buchan follow hannays exploits as a soldier and a spy in a fastpaced book that echoes may of the themes and motifs of john bunyans the pilgrims progress,thriller,2012.0,john buchan
1193,parallel lies,umberto alvarez a suspected terrorist blames northern union railroad for the crossing guard collision that killed his wife and twins two years earlier he believes that he and his family are the victims of a massive coverup but the truth is nothing but a publicity stuntpeter tyler is an excop looking to redeem himself after being suspended from the force for an assault that was taken out of context now a temp investigator for the national transportation safety board tyler sees an opportunity to jumpstart his career a woman who steps out of a snowstorm and into his life may just hold the key to unlocking the past and allowing tyler to move on however first tyler must sort out what the truth is,thriller,2003.0,ridley pearson
1194,flash and bones,in the run up to the biggest nascar race week of the year dr temperance brennan is called to a landfill site backing onto the charlotte speedway track in north carolina someone has discovered a barrel of hardened asphalt with a human hand poking through the top,thriller,2012.0,kathy reichs
1195,storm track,lynn bullocks used body is found in a local motel room her lawyer husband would never have imagined such an end for his wife judge deborah knott may be of a very different profession but she is not unfamiliar with the complications of family,thriller,2001.0,margaret maron
1196,the twentythree,the third spellbinding thriller set in the troubled town of promise falls a dark cloud of suspicion and fear continues to hang over the town of promise falls a series of bizarre ominously threatening incidents suggests someone is plotting to take revenge on the town but who is the perpetrator and revenge for what now the time for threats is over and the inhabitants are about to discover the truth with devastating consequences,thriller,2016.0,linwood barclay
1197,liberation day,december 2001 a zodiac inflatable slips away from a submarine off the algerian coast if he hadnt needed american citizenship so badly nick stone wouldnt have agreed to do this one last job,thriller,2002.0,andy mcnab
1198,hermits peak,a new crime novel featuring chief deputy of the new mexico police kevin kerney who is exploring his inheritance of prime ranch land when an abandoned dog appears carrying a shoe leading him to the bones of an unidentified female from the author of mexican hat serpent gate and tularosa,thriller,2001.0,michael mcgarrity
1199,crisis four,in the backwoods of south america an exsas officer now working for british intelligence embarks on a terrifying mission to find a woman who holds the key to a dark and deadly conspiracy,thriller,1999.0,andy mcnab jack davenport
1200,the fifth season,the stunning new thriller from the author of the killing jar brilliant scientist dr grace adams is close to a breakthrough in her groundbreaking research on gm crops she hopes her new strain of wheat will bring huge benefits to the starving people of bangladesh saving hundreds of thousands of lives but graces involvement in genetically modified foods has made her some dangerous enemies people prepared to go to any lengths to put an end to her research permanently realising shes in danger grace turns to the one person who can help her old childhood friend sam copeland newly appointed director of the european antiterrorist unit but as he tries to protect grace sam begins to fear he may have underestimated the forces in opposition whats more an old enemy from sams past has turned up in garfordshire where grace is based malkie collins has his own reasons for descending on the small highland community and old scores to settle,thriller,2003.0,david docherty
1201,killer smile,mary dinunzio gets a terrifying telephone call while shes working late then goes home to find a shadow lurking at her front door when a lawyer close to her turns up dead mary begins to suspect that the case shes been working on  involving the suicide of an italianamerican in an internment camp during world war ii  may not be ancient history after all performed by kate burton,thriller,2004.0,lisa scottoline
1202,a secret kept,its been thirty years since antonies and melanies mother died but when a visit to the sea at noirmoutier island triggers painful memories of their haunting childhoodand melanie lies in the hospital recovering from a near fatal accidentantoine must confront his past and also his troubled relationships with his own children,thriller,2010.0,tatiana de rosnay
1203,a place of execution,in the peak district village of scarsdale thirteenyearold girls didnt just run away so when alison carter vanished in the winter of 63 everyone knew it was a murder catherine heathcote remembers the case well  a child herself when alison vanished now a journalist she persuades di george bennett to speak of the hunt for alison but when a fresh lead emerges bennett tries to stop the story  plunging catherine into a world of buried secrets and revelations,thriller,2016.0,val mcdermid
1204,christmas presents,a dark christmas thriller from new york times bestselling author lisa unger instead of presents this christmas one true crime podcaster is opening up a cold case when true crime podcaster harley granger drifts into madeline martins bookshop days before christmas he seems intent on digging up a past that madeline would much rather forget grangers work has earned him fame and wealth  and some serious criticism for his various unethical practices granger also has a lot of questions about the night madeline was left for dead the only surviving victim of killer evan handy handy who also murdered madelines best friend and is suspected in the disappearance of two local sisters has been in jail for a decade since then though three other young women have gone missing in similar circumstances is the true predator still out there somewhere as christmas approaches and a blizzard bears down madeline must confront the past to answer questions that have haunted her since that day is the truth more terrible than she ever imagined coupling a picturesque cosy setting with a deeply unsettling and suspenseful plot christmas presents is a chilling seasonal tale that can be enjoyed all year long a coldblooded nasty thriller i loved it rl stine the perfect mix of thrills and chills to delight any suspense reader lisa gardner,thriller,2024.0,lisa unger
1205,looking good dead,tom bryce picks up a cd which has been left behind on a train seat but when he attempts to track down the owner he finds himself the only witness to a savage killing reporting the crime to the police has disastrous consequences for bryce and the lives of both he and his wife are threatened  by a notification on the internet when ds roy grace becomes involved he finds himself up against a malign group of very well organised criminals,thriller,2006.0,peter james
1206,the anomaly,an utterly gripping action adventure in the grand tradition of michael crichton that will leave you breathless,thriller,2018.0,michael rutger
1207,mr timothy,in louis bayards brilliantly imagined novel tiny tim of christmas carol fame has cast his crutches aside determined to cut his financial ties to his uncle ebenezer he now spends his nights dredging the thames for dead bodies and the treasure hidden in their pockets one day he comes across a girls body branded with a mysterious g then he finds another girl with a similar brand  but she is still alive determined to protect philomela and get to the bottom of the mystery tim embarks on an astonishing adventure    with wonderful characters a compelling plot and the vivid atmosphere of victorian london this pageturner is gripping from beginning to end,thriller,2005.0,louis bayard
1208,the first billion,with an insiders perspective that is unparalleled the bestselling author of the runner capitalizes on fascination with the art of the steal in a hotwired suspense novel that takes readers behind the financial headlines to the cutthroat world that is todays global economy,thriller,2002.0,christopher reich
1209,the key to fear,no touching today for a healthy tomorrow for fifty years the key corporation has defended humanity against a deadly virus that spreads through touch lovers dont kiss or even hold hands personal boundaries are valued above all break the laws and youll face execution elodie a talented young nurse believes in the mission of the key and has never questioned the laws that control her life but elodie is forced to break the rules when she sets out in search of a terminal patient who goes missing while under her care from the outside it seems like aiden was given everything he could want from the key  a purpose an education and a future but aiden knows more than hes letting on and the dark secrets hes keeping could tear the keys strict society apart when elodie and aidens lives collide the fallout will be devastating what do you do when the brutal system that once kept you safe hunts you down run,thriller,2021.0,kristin cast
1210,equinox,este livro traz uma trama sofisticada em que uma jornalista e um fotógrafo policial se transformam em detetives para seguir os passos de um misterioso assassino que mistura seus crimes à astrologia neste universo repleto de ritual e misticismo os detetives acabam descobrindo uma sociedade secreta da qual isaac newton era integrante e três séculos depois somente seguindo as pistas do velho cientista que buscava encontrar a pedra filosofal e o elixir da vida eles terão chance de prender o assassino,thriller,,michael white
1211,the quickie,when she sees her husband with another woman lauren stillwells heart nearly stops beating their marriage is perfect she has a great job she loves her life but his betrayal turns her into someone she never imagined she could be  a woman lusting for revenge it was supposed to be a quickie a way to even the score but laurens night of passion takes a shocking turn and she witnesses an unexpected unbelievable deadly crime her horrifying secret threatens to tear her life apart pitting her need to uncover the truth against her fear that the truth may be too horrible to bear,thriller,2008.0,james patterson michael ledwidge
1212,cold,it was the most savage storm in michigans upper peninsula in years for three days the snow blew in off lake superior covering woods and towns alike six feet deep and the windchill factor plunged to sixty degrees below seasoned locals were wise enough to hunker down indoors but one man is out believing the blizzard will protect him norman haas has escaped from the state penitentiary and seeks the truth from his brother his exfiancee and her father only del maki sheriff of yellow dog township ventures into the storm he must catch haas before he reaches his targets,thriller,2003.0,john smolens
1213,emerald flame,no description available,thriller,1997.0,virginia coffman
1214,set this house in order,a hugely inventive hugely readable novel about two young people with multiple personality disorder a gripping novel of suspense that could have come from the pen of stephen king at his best daily telegraph,thriller,2003.0,matt ruff
1215,to the last man,they fought to the last man in a desperate bloodfeud that stained the sands of the tonto basinjacket,western,1950.0,zane grey
1216,the last trail,jonathan zane seeks revenge against the man who abducted his sweetheart and controls a gang of marauding outlaws and indians,western,1994.0,zane grey
1217,buffalo wagons,for gage jameson the summer of 1873 has been a poor hunt a year ago he felled sixtytwo buffalo in one stand but now the great arkansas river herd is gone like the republican herd before it in dodge city old hide hunters speak is awe of a last great heard to the southbut no hunter who values his scalp dares ride south of the cimarron and into comanche territory none but gage jameson,western,1997.0,elmer kelton
1218,leaving cheyenne,the story of a love triangle that spanned a generation of a friendship that endured from dusty wagons to private planes and a ranchers legacy,western,1992.0,larry mcmurtry
1219,under the tonto rim,no description given,western,1926.0,zane grey
1220,the mysterious rider,the story of a terrible gunfighter with a strange history and of columbine belllounds a lost child brought up by a stern old rancher who expects her out of gratitude to marry his rascally son,western,1921.0,zane grey
1221,shalako,he rode wild country with wilder men he was a loner who owned nothing but his horse and saddleand his guns he was a man willing to gamble his life to get the woman he wanted he was shalako,western,1995.0,louis lamour
1222,the rainbow trail,a thrilling sequel to riders of the purple sagejacket,western,1943.0,zane grey
1223,bendigo shafter,ben shafter helps his brother his sister lorna and ethan sakett found a town in wyoming while trying to learn more about native americans as well as whites,western,1983.0,louis lamour
1224,hot iron,in the early days of the texas panhandle espy norwood is a troubleshooter whos got troubles of his own bitter landowners plot against him determined cattle thieves sneak right under his nose and his own son refuses to trust or even know him can he catch the thieves save the ranch and win his sons love reissue,western,1998.0,elmer kelton
1225,bowdrie,the texas rangers recruit a hardened gunman bowdrie because they didnt want to fight against him,western,1983.0,louis lamour
1226,the virginian,in the thousands of miles of rugged rangeland around medicine bow wyoming the only law that rules is the law of the gun a man has to have an iron jaw and a fast trigger to stay alive and no one is tougher than the virginian a peaceable man by nature slow to anger and softspoken fair and just nonetheless he brooks nonsense from no man once wronged he is a judge with a gavel forged of cold steel frontier justice  virginian style until he meets a woman a woman who things she can tame his wild heart and teach him the ways of peace but can the virginian bring peace to medicine bow,western,1956.0,owen wister
1227,llano river,in llano river dundee works to stop a cattle rustling operation and gets caught in the middle of a deadly feud,western,2004.0,elmer kelton
1228,the fire arrow,traveling with his crow wife victoria to her home barnaby skye is pressed into service by a group of outlaws who intend to trade poisonous whiskey to victorias people while he works with them he plots to ruin their plans,western,2007.0,richard s wheeler
1229,silver canyon,gunfighter matt brennan rides into a range war and meets the woman of his dreams,western,1981.0,louis lamour
1230,stone song,the only significant work of fiction on the lakota sioux since ruth beebe hills hanto yolibrary journal reissue,western,1996.0,winfred blevins win blevins
1231,the skyliners,the adventures of members of the sackett family in the frontier west,western,1972.0,louis lamour
1232,the trail horde,no description available,western,1920.0,charles alden seltzer
1233,the trail to seven pines,previously published hipalong cassidy and the trail to seven pines c1951,western,1992.0,louis lamour
1234,the warriors path,1983 edition  the louis lamour collection,western,1983.0,louis lamour
1235,boones lick,boones lick is a major novel in the rich tradition of lonesome dove and comanche moon about the opening up of the american west the first novel in a new series it is the story of a trek by riverboat and wagon from boones lick missouri to fort phil kearny in wyoming and proves to be one of mcmurtrys richest and most satisfying works,western,2000.0,larry mcmurtry
1236,born to trouble,ranger jim trammel is up against arizonas most lawless lowlifes,western,1991.0,nelson c nye
1237,riders of the purple sage,the story of lassiter a gunslinging avenger in black who shows up in a remote utah town just in time to save the young and beautiful rancher jane withersteen from having to marry a mormon elder against her will lassiter is on his own quest one that ends when he discovers a secret grave on janes grounds,western,2012.0,zane grey
1238,the sheriffs son,no description available,western,1918.0,william macleod raine
1239,sundance,the land echoed with the thundering hoofs of medoc ponies in minutes they swooped down and captured the wagon train and its cargo of gold but now the halfbreed they called sundance was going after it and he swore nothing would stand in his waynot indian savagery or the vicious gunfighters of the town named hell,western,1971.0,john benteen
1240,riders west,neel st cloud fired up by his feud with dan bellew had plans to turn bellews peaceful valley into an outlaw strip ruled by guns and fear  first he put his boughtandpaidfor sheriff into office then he imported an army of professional gunslicks took over trail city and burned out the nesters one by one with the remaining spreads isolated st cloud was ready to make his big move and one cold stormlashed night a hundred flaming guns fought it out with dan bellew in the middle fighting for the valleys lifeand his own,western,1995.0,ernest haycox
1241,conagher,as far as the eye could see was a vast empty horizon evie teale had finally accepted that her husband wouldnt be coming home now she and the children were alone in an untamed country where the elements indians and thieves made it far easier to die than to live miles away another solitary soul battled for survival conagher was a lean darkeyed drifter who wasnt about to let a gang of rustlers push him around while searching the isolated canyons for missing cattle he found notes tied to tumbleweeds rolling with the wind the bleak spare words echoed conaghers own whispered prayers for companionship who was this mysterious woman on the other side of the wind for conagher staying alive long enough to find her wasnt going to be easy,western,1982.0,louis lamour
1242,the heritage of the desert,easterner john hare comes west to improve his health but is mistaken for a cattlemans spy by outlaws and becomes a hunted man,western,1938.0,zane grey
1243,table rock,this classic novel by the celebrated author is fully restored to savages original intentions teenager gordon conners finds himself on the run from vicious trackers who think he has information about a robbery committed by his father years ago,western,1993.0,les savage
1244,treasure mountain,orrin sackett and his brothers find themselves in danger when they search for gold on a trail made by their missing father twenty years earlier,western,1982.0,louis lamour
1245,creeds law,the final book of the anthem family series texan billy anthem arrives in the pacific coast town of calamity bay survives a bushwhacking and ends up a deputy the town has been in the grip of noah creed for more than a decade creed and his sons want a murder suspect hangedno matter what the evidence shows or what the law says,western,2001.0,kerry newcomb
1246,the tall stranger,scouting for a wagon train full of high hopes rock saved the easternbred settlers from a brutal indian attack,western,1987.0,louis lamour
1247,the day of the beast,set in middletown usa this tells the story of daren lane who returns from world war i to a society of declining morals tired of hearing about the war,western,1950.0,zane grey
1248,dead mans range,hugh was driving cattle to the colorado territory to the beefstarved gold miners  but the owner of fortier valley the only way through refuses to let the herd cross her land,western,2001.0,lauran paine
1249,showdown at yellow butte,battlehardened tom kedrick is hired by alton burwick to drive a pack of renegades and outlaws from his land but soon kendrick suspects that he is fighting for the wrong man and that he is the only one who can stop a massacre of innocent men and women,western,1997.0,louis lamour
1250,the vengeance trail of josey wales,josey wales is an outlaw who rides through vast sunbaked lands in search of a place where he can find peace jesus escobedo is powerful and cruel when he crosses paths with josey wales he meets a force that is more powerful than good or evilthe pure vengeance that burns in joseys heart,western,1976.0,forrest carter
1251,the peace keeper,the townspeople of moriah had come to luke brazil for help a group of wild cow hands were tearing the town apart would he accept the job of marshal luke thought he had put his past behind him a former lawman and bounty hunter luke now owned a ranch and wanted only to settle down with jenny lockwood but when they told him jenny was trapped in the local hotel he knew what his decision had to be so he strapped on his colt 45 and pinned on the marshals star one man alone he went out to put an end to the violence,western,1979.0,ray hogan
1252,fury of the mountain man,like jensen the two mexican gunfighters known as carbone and martine had put away their sixguns married and turned to ranching down in durango then they came up against an army of outlaws under a warlord who called himself carvajal that was when they called on smoke jensen,western,1995.0,william johnstone
1253,angel train,an unlikely romance kindles along the dangerous oregon trail between a devoutyoung woman and soontobe exconvict in this mid1800s tale,western,2009.0,gilbert morris
1254,devils backbone,chasing a string of rumors donegan learns that a second uncle now farms in oregon where seamus will become entangled with captain jacks modoc war 187273 the armys longest and most costly indian campaign to date,western,1991.0,terry c johnston
1255,range trouble,the young ballinger family arrived out west to homestead a small ranch trouble begins soon after when their only two horses are stolen off their land,western,1982.0,clay allen
1256,the cold dish,the first book in the new york times bestselling longmire series featuring sheriff walt longmire after twentyfive years as sheriff of absaroka county walt longmires hopes of ending his tenure in peace are dashed when cody pritchard is found dead near the northern cheyenne reservation two years earlier cody was one of four high school boys given suspended sentences for raping a local cheyenne girl somebody it would seem is seeking vengeance and longmire might be the only thing standing between the three remaining boys and a sharps 4570 rifle with lifelong friend henry standing bear and deputy victoria vic moretti walt longmire attempts to see that revenge a dish best served cold is never served at all,western,2015.0,craig johnson
1257,the overlords,as world war i is fought in europe the wild west lives in galveston owned by a handful of criminal kingpins of gambling liquor and show business they dont count on a stubborn hollywood stuntman who has inherited his uncles bank nor can they predict that a texas ranger and a beautiful undercover agent will try to shut down americas paradise of gambling original,western,2003.0,matt braun
1258,sitka,battlehardened jean labarge came of age on the american frontier and is always in search of bold adventure hell find more than he bargains for in the rugged alaskan territory where hell meet his match in baron zinnovy now he must defeat this savage empirehungry russian to save his countrys right to claim this frozen landscape  and to win over the heart of the beautiful princess he loves,western,1985.0,louis lamour
1259,lost wolf,a silver star western,western,1986.0,max brand
1260,no one can hide,tending to a wounded stranger cathy has no idea what danger it will bring to her peaceful life the man belongs to a gang of ruthless bank robbers who attempted to raid the national bank in the small town of bethlehem unfortunately for them reuben cole and sterling roose are also in town and now the survivors are on the run but to bring the stragglers back cole will need to look deep into his soul and answer some serious questions about himself when good friends die what will be more important revenge or justice this is the large print edition of no one can hide with a larger font  typeface for easier reading,western,2021.0,stuart g yates
1261,lucky larribee,when sky blue a magnificent and valuable but untamed horse escapes captivity larribee the only man ever to ride sky blue must track her down before other fortune hunters find her,western,1987.0,max brand
1262,utah,brawny work gangs and rugged engineers blast out tunnels and lay countless miles of rails to link a vast continent from coast to coast indians and unscruplous ranchers try to stop them while toby holt tries to keep order in the land,western,1984.0,dana fuller ross
1263,thieves trail,four strangers came down the raton pass into new mexico where they were promptly arrested by armed cowmen and jailed in the town of stockdale two days later the four were released when a dead man was labeled the real horse thief the story would have ended then and there except that one of the men recognized the dead horse thief as his brother,western,2002.0,lauran paine
1264,short grass,no description available,western,2002.0,thomas wakefield blackburn
1265,gunman gunman,high roller frank endite ant keep his eyes off the bewitching redheaded taisy aiken not that she means anything to him no woman is going to change his way of thinking and frank has too much at stake to risk is for any woman even one as beautiful as taisy,western,1990.0,nelson c nye
1266,the iron marshall,no description available,western,1979.0,louis lamour
1267,the time it never rained,no description available,western,1993.0,elmer kelton
1268,rivers west,two hardy young men brave the dangers of the frontier and the hazards thrown in their way by the baron richard torville who is scheming to take over the louisiana territory,western,1973.0,louis lamour
1269,utah blaine,utah blainehe was a big man and fast with a gun very fast there were plenty of stories about utah blaine and his gun,western,1985.0,louis lamour
1270,wild horse shorty,people should know better than to cross shorty the toughest most stubborn horseman west of the mississippi,western,1990.0,nelson c nye
1271,appaloosa,when virgil cole and everett hitch arrive in appaloosa they find a small dusty town suffering at the hands of renegade rancher randall bragg a man who has so little regard for the law that he has taken supplies horses and women for his own and left the city marshal and one of his deputies for dead cole and hitch itinerant lawmen are used to cleaning up after opportunistic thieves but in bragg they find an unusually wily adversaryone who raises the stakes by playing not with the rules but with emotions,western,2010.0,robert b parker
1272,billy the kid,traces the chain of events that shaped the man who became billy the kid and pitted him against a treacherous and violent society that threatened those he cared for reprint,western,1997.0,elizabeth fackler
1273,guns of the timberlands,clay bell is determined to fight to the death against jud devitt who wants to take away his timberland,western,1960.0,louis lamour
1274,jubal sackett,restless explorer jubal sackett journeys westward into the vast unmapped wilderness of seventeenthcentury america and discovers the perils of the rugged frontier a new way of life among the indians and the love of a beautiful natchez indian princess,western,1986.0,louis lamour
1275,the mountain valley war,the louis lamour collection,western,1978.0,louis lamour
1276,the return of the rancher,the wounded outlaw blurted out the warning to range boss jim seton and seton knew that if he wasnt careful the mans words would prove true doug walters men were out for his blood after five years in prison seton dared to return to the hostile town he called home and within shooting range of the one man who would pay a fortune to see him dead,western,1994.0,max brand
1277,the light of western stars,eastern girl settles down as westerner buys and restocks the largest ranch in the country,western,1942.0,zane grey
1278,the tonto woman and other western stories,from a forbidden glance on a miami night to a killers slow burn on a detroit street no one mixes passion scheming and violence better than elmore leonard but before he did it in miami beach or motor city elmore leonard did it on the american frontier this raw hardbitten collection gathers together the best of leonards western fiction in stories that burn with passion treachery and heroism the american frontier comes vividly magnificently to life in only good ones we meet a fine man turned killer in one impossible moment    saint with a sixgun pits a doomed prisoner against his young guardin a drama of deception and compassion that leads to a shocking act of courage    and in the colonels lady a brutal ambush puts a woman into the hands of a vicious renegadewhile a tracker attempts a rescue that cannot come in time etching a harsh haunting landscape with razorsharp prose elmore leonard shows in nineteen brilliant stories why he has become the american poet laureate of the desperate and the bold,western,1998.0,elmore leonard
1279,the gunfighters,no description available,western,1981.0,lee davis willoughby
1280,warrior road,part indian boone terrell left the tribe after oil was discovered on tribal land he had no intention of returning just to watch the white man usurp his tribes newly found wealth there was nothing left in his heart to draw him back  except he had a score to settle terrells friends death was no accident he knew better adventure and danger ensue which turns the hunter into the hunted when terrell is suspected of committing another murder and becomes the target for a third,western,2001.0,fred grove
1281,the high graders,louis lamour hardcover collection,western,1985.0,louis lamour
1282,reprisal,a vengeful frank morgan is confronted with a new challenge two vicious outlaw gangs who have embarked on a deadly spree of rape robbery and murder and who have kidnapped franks own son as a hostage,western,2000.0,william w johnstone
1283,new hope,an anthology of westerns written in the first half of the century in the roaring hour a marshall faces a crooked sheriff the hour of fury is on a goldmining camp and in the kid from river red a young man holds up a stagecoach to prove his manhood by the author of the story stage to lordsburg which was made into the film stagecoach,western,1998.0,ernest haycox
1284,fire dance at spider rock,rim fannin signs on as a mule skinner on a wagon train to prove that the owner of white mountain freight is the traitor responsible for his fathers death when the train is attacked by indians rim is captured and brought to canyon de chelly where he discovers why he has been taken alive,western,2000.0,les savage
1285,the ranchers revenge,a john saxon was planning to marry mary wilson the prettiest girl in town but bob witherell had other ideas  he was going to have mary for himself so he burned saxons house and barn to the ground stole his cattle and humiliated him,western,1993.0,max brand
1286,the taraiym krang,a pickpocket living on the beautiful winged planet of moth flinx a young orphan and his minidragon pip become trapped in a web of conspiracy and murder when flinx steals a starmap from a corpse in a new edition of the classic science fiction novel reissue,western,1981.0,alan dean foster
1287,california,gold fever swept the country from coast to coast luring more than a hundred thousand seekers to the untamed territory of california for them the gold rush of 1848 represented the american dream come true but for the settlers who lived there it was an allout assault on the homes theyd struggled so hard to build in sacramento valley former texas ranger rick miller struggles to keep the peace with nothing more than a six shooter and guts,western,1981.0,dana fuller ross
1288,grub line rider,collected in paperback for the first time are seven of lamours finest stories of the old west all carefully restored to their original magazine publication versions includes black rock coffin makers and desert death song,western,2008.0,louis lamour
1289,sacketts land,during the early seventeenth century barnabas sackett is declared an outlaw in his native england and flees his homeland to seek adventure and fortune in the new land of americatnovelist,western,1988.0,louis lamour
1290,kilkenny,kilkenny seems to attract thieves violence and death,western,1986.0,louis lamour
1291,the gallows land,a man didnt ask too many questions in the arizona badlands if he wanted to stay alive ,western,1989.0,bill pronzini
1292,soldier in buckskin,the life of christopher kit carson the 19th century folk hero the novel follows his exploits as a hunter and guide his exploration of oregon and california and his service in the mexican war and the civil war from which he emerged a brigadier general also described is his marriage to an indian princess and after her death to an aristocratic spanish beauty,western,2014.0,ray hogan
1293,to tame a land,rye tyler was twelve when his father was killed in an indian raid taken in by a mysterious stranger with a taste for books and an instinct for survival rye is schooled in the hard lessons of life in the west but after killing a man he is forced to leave his new home he rides lonely mountain passes and works on dusty cattle drives until he finds a job breaking horses then he meets liza hetrick and in her eyes he sees his future after establishing himself as marshal of alta he returns only to discover that liza has been kidnapped tracking her to robbers roost rye is forced to face the man who taught him all he knows about books guns and friendship two old friendsone woman who will walk away,western,1985.0,louis lamour
1294,comstock lode,the worlds greatest silver strike brings together a loner named val and grita a beautiful actress,western,1993.0,louis lamour
1295,blood on the trail,no description available,western,1957.0,max brand
1296,mckettricks choice,the new york times bestselling author of more than 75 books continues her mckettrick cowboys series with this new tale of romance on the western front,western,2005.0,linda lael miller
1297,the dude ranger,greenhorn ernest selby inherits a cattle ranch in arizona someone has been rustling cattle there so selby gets himself an alias and signs on as a ranch hand to see what he can find out,western,1951.0,zane grey
1298,escape from five shadows,surrounded by hostile indians and the inhospitable desert five shadows labor camp nonetheless cannot hold the explosive corey bowen a man who will stop at nothing to clear his name,western,1988.0,elmore leonard
1299,rick steves europe through the back door,you can count on rick steves to tell you what you really need to know when traveling through europe with rick steves europe through the back door youll learn how to plan your itinerary and maximize your time pack light and right find goodvalue hotels and restaurants travel smoothly by train bus car and plane avoid crowds and tourist scams hurdle the language barrier understand cultural differences and connect with locals save money while enjoying the trip of a lifetimeafter 30 years of exploring europe rick considers this travel skills handbook his lifes work and with his expert introductions to the top destinations in europe choosing your next trip will be easy and stressfree using the travel skills in this book youll experience the culture like a local spend less money and have more fun,western,2017.0,rick steves
1300,captains rangers,no description available,western,1981.0,elmer kelton
1301,a man named shonto,they were already hanging marshal holder when shonto rode into town it was one hell of a welcome for a loner with a gun but shonto sensed that things were going to get even worse he was right the marshals body was still swinging from the cottonwood across the street from his own jailhouse when the town became a bloody battleground at that point shonto had just two choices shoot to kill or join the lawman in hell,western,2011.0,ryan bodie
1302,reillys luck,eightyearold val learns about the frontier from reilly,western,1970.0,louis lamour
1303,wolf river,new york city author erinn winters is haunted by a hidden past and visions of death and danger that come to her without warning when a desperate search for her estranged sister leads her to montana erinn suddenly finds her secrets even her very life at risk and after meeting sexy jase fortune erinn finds herself in another kind of danger  losing her heart,western,2007.0,jill gregory
1304,the golden chance,the author of many actionpacked westerns including the stalking moonand the burning sky presents an adventure full of greed glory and grand western style halfbreed gage cameron is in a whole lot of trouble when he comes across a gold claim that pits him against a ruthless racist rancher,western,1992.0,theodore v olsen
1305,a time for hanging,an evans novel of the west,western,1989.0,bill crider
1306,flint,he left the west at the age of seventeen leaving behind a rootless past and a bloody trail of violence in the east he became one of the wealthiest financiers in americaand one of the most feared and hatednow suffering from incurable cancer he has come back to new mexico to die alone but when an allout range war erupts flint chooses to help nancy kerrigan a local rancher a coldeyed speculator is setting up the land swindle of a lifetime and buckdun a notorious assassin is there to back his playflint alone can help nancy save her ranchwith his cash his connectionsand his gun he still has his legendary will to fight all he needs is time and thats fast running out,western,1977.0,louis lamour
1307,ghost valley,for frank morgan the mystery of what happened to a ghost town in the rocky mountain valley must take second fiddle to freeing his son from back cover,western,2001.0,william w johnstone
1308,robbery in savage pass,soames ho accepts work from a pinkerton agent to take gold from marysville to a californian bank but the driver of the stagecoach carrying the gold is nervous the shotgun rider a greenhorn they travel through savage pass only to face three men intent on robbery but the pinkerton agents deliberate plan to have an ineffectual escort for the stagecoach underestimates soames he believes in justice and whatever the cost hes determined to find the gold and the outlaws,western,2011.0,d m harrison
1309,the maverick queen,when linc bradway came to south pass wyoming to avenge the death of his partner he found it a wide open mining town where life was cheap and gold was to be had for the digging and in south pass which was full of gunslingers and gamblers he found something he didnt reckon on the beautiful daring kit bandon the maverick queen how did kit link up with the unexplained death of jimmy weston,western,2004.0,zane grey
1310,yondering,the popular western author tells stories about sea adventures episodes from world war ii and his acquaintances as a young man,western,1986.0,louis lamour
1311,wyoming,no description available,western,2001.0,zane grey
1312,mission to the west,based on the first assignment of the 1st regiment of united states dragoons the horse soldiers  forerunner of the us cavalry,western,1994.0,theodore v olsen
1313,wendigo mountain,in wendigo mountain touch the skys shaman powers could not help him foretell that his tribes sacred arrows would be stolenor that his enemies would demand his head for their return and in death camp touch the sky has either to forsake his heritage and trust the white mans medicineor prove his loyalty even as he watches his proud people die from an outbreak of a deadly disease,western,1999.0,judd cole
1314,who rides with wyatt,they called tombstone the sodom of the sagebrush until wyatt earp came to town and pinned on a badge before he left tombstone he had become a legend the greatest gunfighter of all time,western,2002.0,will henry
1315,the proving trail,kearney mcraven attempts to solve the mysterious death of his father and claim his right to a big fortune which includes thousands of dollars and the deed to a ranch,western,1978.0,louis lamour
1316,fallon,cowtown gambler macon fallon is doomed if he fails to remove the posse from his trail,western,1990.0,louis lamour
1317,violence of the mountain man,when his wife and neighbors daughter are kidnapped by outlaw reece van arndt mountain man smoke jensen will go to great and deadly lengths to find the women catching reece off guard western,western,2009.0,william w johnstone j a johnstone
1318,wyoming tough,ranch owner mallory kirk meets his match in his new cowgirl a petite young woman who has a lot of spirit and will do anything to prove herself and keep his ranch running,western,2011.0,diana palmer
1319,the burning hills,the louis lamour collection,western,1956.0,louis lamour
